,address,sold,days,discount,price,Ration2Median,MonthList,MonthSold,NumList,NumPC,NumSold
1355,"6 Madison Pl, Jericho, NY 11753",1,134,97.0,1065000,1.43,11,4,2,1,1
1356,"25 Holiday Pond Rd, Jericho, NY 11753",1,312,909.1,2500000,3.36,6,4,1,1,2
1357,"69 Hunt Dr, Jericho, NY 11753",1,78,97.7,1200000,1.61,1,4,4,3,2
1358,"54 Hightop Ln, Jericho, NY 11753",1,266,87.3,1048000,1.41,7,4,1,2,1
1359,"239 Birchwood Park Dr, Jericho, NY 11753",1,318,89.1,765000,1.03,5,4,1,4,3
1360,"28 Fern Dr, Jericho, NY 11753",1,387,92.3,1550000,2.08,3,4,2,1,3
1361,"321 Ellen Pl, Jericho, NY 11753",1,301,95.3,714000,0.96,6,3,1,3,2
1362,"19 Niagara Dr, Jericho, NY 11753",1,344,87.2,1385520,1.86,4,3,4,7,6
1363,"10 Delaware Ave, Jericho, NY 11753",1,237,91.8,1280000,1.72,8,3,1,0,2
1364,"34 Favorite Ln, Jericho, NY 11753",1,213,90.1,800000,1.07,8,3,2,4,2
1365,"5 Westchester Ave, Jericho, NY 11753",1,122,94.4,990000,1.33,11,3,1,0,2
1366,"100 Wayne St, Jericho, NY 11753",1,0,100.0,42000,0.06,2,3,1,0,3
1367,"10 Bounty Ln, Jericho, NY 11753",1,208,91.3,875000,1.17,7,2,1,2,1
1368,"50 Hightop Ln, Jericho, NY 11753",1,271,93.3,848000,1.14,5,2,1,4,2
1369,"40 Schoharie Ct, Jericho, NY 11753",1,0,100.0,890000,1.19,5,10,1,4,2
1370,"9 Kirby Ln, Jericho, NY 11753",1,252,92.3,900000,1.21,5,1,5,7,4
1371,"2 Fortune Ln, Jericho, NY 11753",1,182,91.1,820000,1.1,7,1,1,2,2
1372,"10 Fern Dr, Jericho, NY 11753",1,62,97.4,1537500,2.06,11,1,5,4,4
1373,"158 Birchwood Park Dr, Jericho, NY 11753",1,0,100.0,995000,1.34,9,1,2,3,2
1374,"38 Mellow Ln, Jericho, NY 11753",1,575,93.0,832000,1.12,6,1,2,5,2
1375,"38 Briar Ln, Jericho, NY 11753",1,196,94.5,878000,1.18,6,1,1,1,1
1376,"54 Maiden Ln, Jericho, NY 11753",1,167,88.0,950000,1.28,7,1,3,5,2
1377,"59 Chenango Dr, Jericho, NY 11753",1,124,95.2,1309500,1.76,9,1,2,1,1
1378,"23 Fortune Ln, Jericho, NY 11753",1,0,100.0,790000,1.06,3,10,1,1,2
1379,"43 Elmtree Ln, Jericho, NY 11753",1,161,94.5,850000,1.14,7,1,1,1,1
1380,"124 Robbins Ln, Jericho, NY 11753",1,334,64.2,610000,0.82,1,12,1,8,2
1381,"252 Forest Dr, Jericho, NY 11753",1,248,94.1,920000,1.23,4,12,3,1,2
1382,"10 Warren Ln, Jericho, NY 11753",1,203,90.0,1165000,1.56,6,12,1,1,1
1383,"11 Westchester Ave, Jericho, NY 11753",1,242,73.6,999980,1.34,4,12,1,2,1
1384,"41 Fern Dr, Jericho, NY 11753",1,196,90.8,1070000,1.44,6,12,1,3,1
1385,"57 Elmtree Ln, Jericho, NY 11753",1,185,94.2,800000,1.07,6,12,1,1,2
1386,"53 Kettlepond Rd, Jericho, NY 11753",1,0,100.0,2425000,3.26,1,11,1,2,3
1387,"114 Celia Dr, Jericho, NY 11753",1,158,96.6,675000,0.91,7,12,1,0,1
1388,"22 Fountain Ln, Jericho, NY 11753",1,123,97.7,810000,1.09,8,12,2,0,3
1389,"6 Hunt Ct, Jericho, NY 11753",1,93,90.1,675000,0.91,9,12,2,1,3
1390,"5 Maiden Ln, Jericho, NY 11753",0,20,95.8,1148000,1.54,4,0,2,2,1
1391,"50 Fair Ln, Jericho, NY 11753",1,290,95.5,705000,0.95,2,12,1,1,1
1392,"15 Fern Dr, Jericho, NY 11753",1,244,74.5,960000,1.29,3,11,1,5,2
1393,"30 Forsythia Ln, Jericho, NY 11753",1,0,100.0,782500,1.05,8,11,3,2,4
1394,"124 Seaman Rd, Jericho, NY 11753",1,98,99.4,870000,1.17,8,11,2,0,2
1395,"5 Saratoga Dr, Jericho, NY 11753",1,148,95.8,857500,1.15,7,11,1,0,1
1396,"24 Tioga Dr, Jericho, NY 11753",1,178,328.4,4593750,6.17,6,11,1,1,2
1397,"26 Hightop Ln, Jericho, NY 11753",1,139,98.0,1556200,2.09,7,11,2,0,2
1398,"45 Chenango Dr, Jericho, NY 11753",1,196,80.1,880000,1.18,5,11,1,3,1
1399,"9 Yates Ln, Jericho, NY 11753",1,0,100.0,995000,1.34,0,11,0,0,1
1400,"19 Ivy Dr, Jericho, NY 11753",1,334,94.5,1500000,2.01,12,11,1,2,2
1401,"2 Schuyler Dr, Jericho, NY 11753",1,202,87.4,960000,1.29,5,11,1,5,2
1402,"22 Ivy Dr, Jericho, NY 11753",1,0,100.0,675000,0.91,0,11,0,0,1
1403,"62 Mellow Ln, Jericho, NY 11753",1,215,98.2,1070000,1.44,4,11,1,0,1
1404,"7 Steuben Dr, Jericho, NY 11753",1,111,92.1,975000,1.31,7,11,2,0,2
1405,"15 Middle Ln, Jericho, NY 11753",1,165,90.0,990000,1.33,6,11,1,1,1
1406,"100 Madison Pl, Jericho, NY 11753",1,172,80.9,969000,1.3,5,11,1,2,1
1407,"62 Karol Pl, Jericho, NY 11753",1,234,78.5,1019000,1.37,3,11,1,4,1
1408,"287 Birchwood Park Dr, Jericho, NY 11753",1,174,96.5,722000,0.97,5,11,1,2,1
1409,"27 Fountain Ln, Jericho, NY 11753",1,101,91.4,630000,0.85,7,11,1,0,1
1410,"18 Briar Ln, Jericho, NY 11753",1,147,94.4,1024700,1.38,6,11,1,0,1
1411,"67 Flower Ln, Jericho, NY 11753",1,233,89.7,895000,1.2,3,10,2,4,1
1412,"71 Hunt Dr, Jericho, NY 11753",1,208,94.5,850000,1.14,4,10,1,0,2
1413,"5 Ulster Dr, Jericho, NY 11753",1,95,98.1,930000,1.25,7,10,1,0,1
1414,"21 Hightop Ln, Jericho, NY 11753",1,457,94.5,992000,1.33,7,10,2,0,1
1415,"169 N Marginal Rd, Jericho, NY 11753",1,175,93.7,749000,1.01,5,10,1,1,1
1416,"178 Maytime Dr, Jericho, NY 11753",1,143,90.6,760000,1.02,5,10,1,2,2
1417,"21 Herkimer Ave, Jericho, NY 11753",1,159,97.3,900000,1.21,5,10,2,2,2
1418,"702 Carlisle Rd, Jericho, NY 11753",1,0,100.0,770000,1.03,6,7,2,1,3
1419,"23 Fall Ln, Jericho, NY 11753",1,216,93.6,897000,1.2,3,10,1,1,1
1420,"22 Chenango Dr, Jericho, NY 11753",0,203,100.0,1590000,2.13,11,0,1,0,1
1421,"72 Hedgerow Ln, Jericho, NY 11753",1,112,99.2,991000,1.33,6,10,1,0,3
1422,"1 Richmond Ave, Jericho, NY 11753",1,104,94.9,1162500,1.56,6,10,1,0,2
1423,"12 Ivy Dr, Jericho, NY 11753",1,0,100.0,952000,1.28,0,10,0,0,1
1424,"72 Rockland Dr, Jericho, NY 11753",0,45,100.0,1080000,1.45,5,0,2,0,2
1425,"4 Schuyler Dr, Jericho, NY 11753",1,71,95.3,895000,1.2,7,10,1,0,2
1426,"166 Maytime Dr, Jericho, NY 11753",1,133,50.0,650000,0.87,5,10,1,1,1
1427,"21 Holly Ln, Jericho, NY 11753",1,96,100.0,889000,1.19,6,10,1,0,1
1428,"31 Briar Ln, Jericho, NY 11753",1,122,91.7,999000,1.34,5,9,2,1,2
1429,"19 Saratoga Dr, Jericho, NY 11753",1,168,99.3,1576280,2.12,4,9,4,2,4
1430,"3 Madison Ave, Jericho, NY 11753",1,0,100.0,1556200,2.09,0,11,0,0,2
1431,"54 Sullivan Dr, Jericho, NY 11753",1,24,91.0,810000,1.09,8,9,1,0,1
1432,"10 Walden Ave, Jericho, NY 11753",1,157,94.4,745000,1.0,4,9,1,0,2
1433,"2 1st St, Syosset, NY 11791",1,118,93.7,539000,0.84,2,6,1,1,3
1434,"13 Preston Ln, Syosset, NY 11791",1,113,95.5,590000,0.92,2,6,1,1,1
1435,"15 Parkway Dr, Syosset, NY 11791",1,243,93.4,690000,1.07,10,6,1,3,1
1436,"4 Russell Park Rd, Syosset, NY 11791",1,104,96.8,725000,1.13,2,6,6,2,3
1437,"12 Venus Rd, Syosset, NY 11791",1,217,84.8,585000,0.91,10,6,1,5,4
1438,"15 Hillvale Rd, Syosset, NY 11791",1,254,94.9,730000,1.14,9,5,1,0,1
1439,"41 Jean Pl, Syosset, NY 11791",1,601,114.6,687500,1.07,10,5,2,2,2
1440,"21 5th Pl, Syosset, NY 11791",1,0,100.0,780000,1.21,4,8,3,0,2
1441,"49 Colony Ln, Syosset, NY 11791",0,195,85.7,445001,0.69,12,5,2,15,2
1442,"38 Cherry Ln E, Syosset, NY 11791",1,391,87.9,1300000,2.02,4,5,1,2,1
1443,"16 David Dr, Syosset, NY 11791",1,105,96.2,1250000,1.94,1,5,6,0,3
1444,"32 Holly Dr, Syosset, NY 11791",1,161,93.1,582000,0.91,11,5,1,0,4
1445,"1 Stuart Dr #A, Syosset, NY 11791",1,0,100.0,995000,1.55,3,6,2,0,3
1446,"89 Belmont Cir, Syosset, NY 11791",1,126,100.0,658888,1.02,1,5,1,0,1
1447,"17 Parkway Dr, Syosset, NY 11791",1,390,91.1,755000,1.17,4,5,2,3,2
1448,"55 Woodlea Rd, Syosset, NY 11791",1,766,70.4,1125000,1.75,3,5,4,11,2
1449,"10 Fieldstone Dr, Syosset, NY 11791",1,95,96.8,725000,1.13,1,5,2,1,2
1450,"19 Hillside Ln, Syosset, NY 11791",1,48,100.0,845000,1.31,3,5,2,1,3
1451,"143 Berry Hill Rd, Syosset, NY 11791",1,0,100.0,1154600,1.8,3,7,2,5,3
1452,"44 Roosevelt Ave, Syosset, NY 11791",1,59,100.0,488000,0.76,3,5,1,0,1
1453,"4 Whetmore Dr, Syosset, NY 11791",1,70,97.0,1600000,2.49,2,4,3,6,3
1454,"40 Stuart Dr, Syosset, NY 11791",1,68,97.6,730000,1.14,2,4,1,0,3
1455,"326 Split Rock Rd, Syosset, NY 11791",1,0,100.0,4500,0.01,0,10,0,0,3
1456,"28 Stuart Dr, Syosset, NY 11791",1,0,100.0,705000,1.1,0,10,0,0,2
1457,"1 Sunbeam Rd, Syosset, NY 11791",1,799,86.9,630000,0.98,2,4,3,2,2
1458,"202 Southwood Cir, Syosset, NY 11791",1,0,100.0,630000,0.98,3,3,1,6,3
1459,"1231 Moores Hill Rd, Syosset, NY 11791",1,209,81.9,810000,1.26,9,4,1,1,1
1460,"5 Radcliffe Ct, Syosset, NY 11791",1,366,89.9,978000,1.52,4,4,1,7,2
1461,"5 Princeton Dr, Syosset, NY 11791",1,233,91.7,860000,1.34,8,4,3,1,1
1462,"97 Willets Dr, Syosset, NY 11791",1,174,99.7,1144560,1.78,10,4,2,0,3
1463,"10 Stirrup Ln, Syosset, NY 11791",1,0,100.0,775000,1.21,1,4,4,1,5
1464,"27 Springwood Path, Syosset, NY 11791",1,159,76.6,995000,1.55,11,4,3,1,2
1465,"62 Woodbury Way, Syosset, NY 11791",1,136,94.7,1315000,2.05,11,4,1,0,3
1466,"74 Georgia Dr, Syosset, NY 11791",1,0,100.0,1115000,1.73,12,4,1,0,3
1467,"19 Gary Rd, Syosset, NY 11791",1,59,91.4,640000,1.0,2,4,1,0,1
1468,"9 Lilac Dr, Syosset, NY 11791",1,0,100.0,1380000,2.15,4,7,1,0,2
1469,"7 Nathan Ct, Syosset, NY 11791",1,426,96.3,1240000,1.93,2,4,2,0,3
1470,"2 Mesa Rd, Syosset, NY 11791",1,0,100.0,750000,1.17,4,8,1,0,2
1471,"14 Robert Cir, Syosset, NY 11791",1,153,92.5,730000,1.14,10,3,1,2,2
1472,"1698 Route 25A, Syosset, NY 11791",1,86,84.8,1950000,3.03,1,3,4,5,5
1473,"5 Jackson Ct, Syosset, NY 11791",1,0,100.0,560000,0.87,0,3,0,0,1
1474,"200 Willis Ave, Syosset, NY 11791",1,23,95.8,1150000,1.79,3,3,8,1,2
1475,"34 Hillside Ln, Syosset, NY 11791",1,392,79.3,990000,1.54,2,3,4,4,4
1476,"94 Calvin Ave, Syosset, NY 11791",1,301,89.2,890000,1.38,5,3,1,2,1
1477,"14 Walnut Dr, Syosset, NY 11791",1,146,99.6,696000,1.08,10,3,3,1,4
1478,"359 Cold Spring Rd, Syosset, NY 11791",1,88,96.2,1250000,1.94,12,3,5,6,6
1479,"330 Foxhunt Cres, Syosset, NY 11791",1,309,86.6,1472500,2.29,5,3,2,3,3
1480,"4 Joyce Ct, Syosset, NY 11791",1,142,93.7,1195000,1.86,10,3,1,0,1
1481,"3 Drury Ln, Syosset, NY 11791",1,238,87.9,875000,1.36,7,3,1,3,2
1482,"221 Jerome St, Syosset, NY 11791",1,316,97.4,738000,1.15,4,3,1,0,1
1483,"27 Andover Dr, Syosset, NY 11791",1,129,95.7,765000,1.19,10,3,1,1,2
1484,"8 Anita Ave, Syosset, NY 11791",1,450,84.8,1355400,2.11,12,2,1,1,4
1485,"64 Parkway Dr, Syosset, NY 11791",1,162,97.9,734000,1.14,9,2,2,1,3
1486,"25 London Rd, Syosset, NY 11791",1,0,100.0,1154600,1.8,8,10,1,0,2
1487,"4 Loretta Dr, Syosset, NY 11791",1,0,100.0,825000,1.28,9,1,1,0,8
1488,"32 Sexton Rd, Syosset, NY 11791",1,120,95.4,780000,1.21,9,1,1,0,1
1489,"69 Melanie Ln, Syosset, NY 11791",1,170,93.6,786500,1.22,7,1,2,3,2
1490,"78 Split Rock Rd, Syosset, NY 11791",1,0,100.0,615000,0.96,8,1,1,1,2
1491,"116 Oakwood Dr, Syosset, NY 11791",1,109,91.0,660000,1.03,9,12,4,4,1
1492,"78 Syosset Cir, Syosset, NY 11791",1,151,47.1,560000,0.87,6,11,1,0,1
1493,"20 Chadwick Rd, Syosset, NY 11791",1,141,98.3,589999,0.92,5,10,3,2,2
1494,"1 Dubois Ct, Sea Cliff, NY 11579",1,141,92.6,675000,1.0,1,6,1,1,1
1495,"34 8th Ave, Sea Cliff, NY 11579",1,176,93.2,735000,1.09,11,5,2,2,3
1496,"17 Club Rd, Sea Cliff, NY 11579",1,554,90.3,685000,1.02,10,4,1,3,1
1497,"290 Prospect Ave, Sea Cliff, NY 11579",1,913,64.7,3225000,4.8,10,4,1,4,1
1498,"371 Carpenter Ave, Sea Cliff, NY 11579",1,169,94.2,752500,1.12,10,3,1,0,1
1499,"26 Cross St, Sea Cliff, NY 11579",1,82,90.7,498650,0.74,1,3,2,4,2
1500,"315 Littleworth Ln, Sea Cliff, NY 11579",1,54,99.3,862000,1.28,1,3,1,0,3
1501,"8 Ransom Ave, Sea Cliff, NY 11579",1,188,105.5,580000,0.86,9,3,1,0,1
1502,"337 Prospect Ave, Sea Cliff, NY 11579",1,0,100.0,1270000,1.89,11,7,1,0,3
1503,"152 Dayton St, Sea Cliff, NY 11579",1,147,99.3,1117500,1.66,9,2,1,0,1
1504,"318 Littleworth Ln, Sea Cliff, NY 11579",1,145,94.5,935000,1.39,9,2,1,0,1
1505,"16 Downing Ave, Sea Cliff, NY 11579",1,143,90.5,660000,0.98,9,2,2,2,3
1506,"239 8th Ave, Sea Cliff, NY 11579",1,143,95.6,525000,0.78,9,2,1,0,2
1507,"24 Cross St, Sea Cliff, NY 11579",0,5,100.0,775000,1.15,6,0,3,1,1
1508,"40 Roslyn Ave, Sea Cliff, NY 11579",1,265,78.1,420000,0.62,4,1,2,5,1
1509,"121 15th Ave, Sea Cliff, NY 11579",1,0,100.0,335000,0.5,8,11,1,0,5
1510,"300 Prospect Ave, Sea Cliff, NY 11579",1,0,100.0,499000,0.74,0,11,0,0,2
1511,"267 Franklin Ave, Sea Cliff, NY 11579",1,174,86.7,727500,1.08,5,11,1,2,3
1512,"209 Maple Ave, Sea Cliff, NY 11579",1,0,100.0,1085000,1.61,0,1,0,0,2
1513,"112 Downing Ave, Sea Cliff, NY 11579",1,474,0.6,12000,0.02,7,11,1,4,2
1514,"56 Maple Ave, Sea Cliff, NY 11579",0,72,94.2,749000,1.11,3,0,2,3,2
1515,"368 Glen Ave, Sea Cliff, NY 11579",1,119,88.3,565000,0.84,6,10,1,1,1
1516,"93 Glen Ave, Sea Cliff, NY 11579",1,141,93.0,817500,1.22,5,10,1,1,2
1517,"210 Downing Ave, Sea Cliff, NY 11579",1,742,107.8,915094,1.36,9,10,1,2,1
1518,"137 Carpenter Ave, Sea Cliff, NY 11579",1,151,85.1,510000,0.76,4,9,5,5,4
1519,"6 Circle Way, Sea Cliff, NY 11579",1,152,96.5,1375000,2.04,4,9,5,4,4
1520,"20 Downing Ave, Sea Cliff, NY 11579",1,174,99.2,635000,0.94,3,9,2,1,3
